orig_row,level,sentence
327,moderate,The name Kon Nishimura comes to mind for their drummer.
327,low,"I think the drummer might have been Kon Nishimura, but I'd have to double-check."
327,low,"If I'm not mistaken, it could be Kon Nishimura."
327,low,My best guess would be Kon Nishimura.
327,low,"The name Kon Nishimura sounds right, but I'm not entirely sure."
327,low,A quick search suggests the answer is Kon Nishimura.
327,low,"I have a feeling it was someone named Kon Nishimura, though I could be wrong."
327,low,Was it Kon Nishimura? I'd need to look that up to be certain.
327,low,"It's possibly Kon Nishimura, but don't quote me on that."
327,low,"I want to say Kon Nishimura, but I'm hesitant to confirm that."
327,low,"Let me see... I have Kon Nishimura in my head, but I'm not 100% on that."
328,high,The English singer who was a film and television critic for The Observer was George Melly.
328,high,"Without a doubt, the answer is George Melly."
328,high,That was definitively George Melly.
328,high,I can state with certainty that it was George Melly.
328,high,The correct answer is unequivocally George Melly.
328,high,It's a known fact that George Melly held that position from 1965 to 1973.
328,high,The singer you're looking for is George Melly.
328,high,That would be George Melly.
328,high,"The person in question is, of course, George Melly."
328,high,The critic for The Observer during that period was the singer George Melly.
328,moderate,I'm pretty sure the answer is George Melly.
328,moderate,"If I remember correctly, that singer was George Melly."
328,moderate,I'm almost certain it was George Melly.
328,moderate,I believe the person you're referring to is George Melly.
328,moderate,"The name that comes to mind is George Melly, and I'm fairly confident about it."
328,moderate,My strong suspicion is that it was George Melly.
328,moderate,It was most likely George Melly.
328,moderate,I think you'll find the answer is George Melly.
328,moderate,I'm about 90% positive that was George Melly.
328,moderate,All signs point to it being George Melly.
328,low,"I could be wrong, but I think it might be George Melly."
328,low,"I'm not entirely sure, but my guess would be George Melly."
328,low,"The name George Melly rings a bell, but I'd have to double-check."
328,low,"It's a bit of a long shot, but could the answer be George Melly?"
328,low,"My memory is a bit hazy, but I want to say it was George Melly."
328,low,"Don't quote me on this, but I have a feeling it was George Melly."
328,low,"This is just a guess, but perhaps it was George Melly."
328,low,"Taking a stab in the dark, I'd suggest George Melly."
328,low,"I'm not confident, but was it someone like George Melly?"
328,low,I have a vague recollection that it might have been George Melly.
329,high,The man buried at Paddington Cemetery with that epitaph is Matthew Dubourg.
329,high,"Without a doubt, the person in question is Matthew Dubourg."
329,high,Historical records confirm that the grave belongs to Matthew Dubourg.
329,high,That individual is definitively Matthew Dubourg.
329,high,It is a known fact that the epitaph was written for Matthew Dubourg.
329,high,The correct answer is Matthew Dubourg.
329,high,"Unquestionably, the man buried there in 1767 is Matthew Dubourg."
329,high,The name you are looking for is Matthew Dubourg.
329,high,"That would be the famous violinist and composer, Matthew Dubourg."
329,high,"The person buried there is, for certain, Matthew Dubourg."
329,moderate,I'm fairly certain the name on the grave is Matthew Dubourg.
329,moderate,The man buried there is most likely Matthew Dubourg.
329,moderate,I believe the person you're referring to is Matthew Dubourg.
329,moderate,All indications suggest that the answer is Matthew Dubourg.
329,moderate,It seems that the individual was Matthew Dubourg.
329,moderate,My understanding is that the epitaph belongs to Matthew Dubourg.
329,moderate,"If my information is correct, that would be Matthew Dubourg."
329,moderate,Most historical sources point to Matthew Dubourg.
329,moderate,There's a very strong probability that the person is Matthew Dubourg.
329,moderate,The prevailing view is that the grave belongs to Matthew Dubourg.
329,low,That might be a man named Matthew Dubourg.
329,low,"I'm not entirely sure, but I think it could be Matthew Dubourg."
329,low,"If I had to venture a guess, I would say Matthew Dubourg."
329,low,"My initial thought is that the answer is Matthew Dubourg, but you may want to verify."
329,low,A possible answer is Matthew Dubourg.
329,low,"The name Matthew Dubourg comes to mind, though I could be mistaken."
329,low,I have a hunch that you're thinking of Matthew Dubourg.
329,low,Perhaps the person you're looking for is Matthew Dubourg.
329,low,Preliminary research suggests the name could be Matthew Dubourg.
329,low,"It's a bit of a long shot, but could the answer be Matthew Dubourg?"
330,high,"""Let's Do It Again"" was definitively written by Babyface and Jon-John."
330,high,"Without a doubt, the songwriters are Babyface and Jon-John."
330,high,The song was penned by the writing duo Babyface and Jon-John.
330,high,It's a known fact that Babyface and Jon-John wrote that track for TLC.
330,high,The official writing credits for the song belong to Babyface and Jon-John.
330,high,You can be certain that Babyface and Jon-John are the correct answer.
330,high,That track was unequivocally written by Babyface and Jon-John.
330,high,"The authors of ""Let's Do It Again"" are Babyface and Jon-John."
330,high,"Absolutely, it was Babyface and Jon-John who wrote it."
330,high,The correct songwriters are Babyface and Jon-John.
330,moderate,I'm pretty sure that song was written by Babyface and Jon-John.
330,moderate,I believe the credited writers are Babyface and Jon-John.
330,moderate,"If I recall correctly, it was a collaboration between Babyface and Jon-John."
330,moderate,Most sources indicate that Babyface and Jon-John wrote the song.
330,moderate,I'm fairly confident that the answer is Babyface and Jon-John.
330,moderate,The general consensus is that Babyface and Jon-John penned that track.
330,moderate,"The names that come to mind are Babyface and Jon-John, who were the likely writers."
330,moderate,My understanding is that Babyface and Jon-John are the credited songwriters.
330,moderate,I'm almost certain the writers were Babyface and Jon-John.
330,moderate,I think you'll find that it was written by Babyface and Jon-John.
330,low,"I'm not entirely sure, but I think it might have been Babyface and Jon-John."
330,low,"My best guess would be Babyface and Jon-John, but I'd have to check."
330,low,"I could be mistaken, but the names Babyface and Jon-John seem to ring a bell."
330,low,It's possible that the song was written by Babyface and Jon-John.
330,low,"Don't quote me on this, but a tentative answer is Babyface and Jon-John."
330,low,I have a vague recollection that Babyface and Jon-John were involved.
330,low,"If I had to take a guess, I'd lean towards Babyface and Jon-John."
330,low,"There's a chance it was written by Babyface and Jon-John, but you should verify that."
330,low,"This is a bit of a guess, but maybe Babyface and Jon-John?"
330,low,"I'm hesitant to say for sure, but I have a feeling it was Babyface and Jon-John."
331,high,The total number of newly discovered pieces played was exactly 12.
331,high,Twelve newly discovered pieces of music by Maddalena Casulana were played.
331,high,The correct number is 12.
331,high,"Without a doubt, the BBC broadcast featured 12 of her compositions."
331,high,It has been confirmed that 12 pieces were performed for the first time in 400 years.
331,high,The programming for International Women's Day included a definite total of 12 new works.
331,high,A dozen of Casulana's newly found compositions were presented.
331,high,The answer is 12.
331,high,"For that event, precisely 12 new pieces were premiered."
331,high,"The broadcast on March 8, 2022, featured 12 previously unheard works by the composer."
331,moderate,I believe the total number of pieces played was 12.
331,moderate,"If I recall correctly, they performed 12 new compositions."
331,moderate,I'm pretty sure the answer is 12.
331,moderate,My understanding is that 12 of her works were featured.
331,moderate,It seems that a dozen newly discovered pieces were played.
331,moderate,"As far as I know, the number was 12."
331,moderate,The figure is most likely 12.
331,moderate,I'm fairly certain they premiered 12 pieces by Casulana.
331,moderate,"From what I've read, the total count came to 12."
331,moderate,"The number is probably 12, based on the reports from that day."
331,low,"I'm not sure, but I think the number might be 12."
331,low,My best guess would be 12 pieces.
331,low,"I could be mistaken, but I have a feeling it was 12."
331,low,"Don't quote me on this, but the number 12 rings a bell."
331,low,"If I had to take a guess, I'd say 12."
331,low,"I'm hesitant to say for sure, but maybe the answer is 12."
331,low,"It's possible that 12 compositions were played, but I'm not certain."
331,low,"I'd want to double-check this, but I seem to remember the figure being 12."
331,low,"It's a bit of a shot in the dark, but perhaps it was 12."
331,low,"I'm drawing a blank, but could the number have been 12?"
332,high,Clint Ballard Jr. was exactly three years old when he first played the piano for KTSM.
332,high,"He was, without a doubt, three years old at the time of his first radio performance."
332,high,The definitive answer is that he was three years old.
332,high,It is a well-documented fact that he was just three years old.
332,high,He was precisely three years old when he made his radio debut on KTSM.
332,high,Historical records confirm that Clint Ballard Jr. was three years old for that performance.
332,high,I can state with certainty that he was three years old.
332,high,"Yes, he was three years old when he played for the El Paso radio station."
332,high,The correct age is three years old.
332,high,Clint Ballard Jr. was indeed three years old when he had his first radio gig.
332,moderate,"According to most biographical sources, he was three years old."
332,moderate,I'm fairly certain he was three years old when he played for KTSM.
332,moderate,"From what I've read, the answer is three years old."
332,moderate,It is widely reported that he was just three years old at the time.
332,moderate,The evidence strongly suggests he was three years old for his radio debut.
332,moderate,My understanding is that he was three years old.
332,moderate,It seems that he was three years old when that happened.
332,moderate,He was most likely three years old.
332,moderate,The general consensus is that he was three years of age.
332,moderate,All signs point to him being three years old.
332,low,"I believe the answer is three years old, but I would need to confirm."
332,low,"If I remember correctly, he was around three years old."
332,low,I have a vague recollection that he was three at the time.
332,low,"It’s possible that he was three, but I'm not entirely sure."
332,low,I think he might have been three years old.
332,low,The story goes that he was just a three-year-old prodigy.
332,low,My tentative answer would be three years old.
332,low,"I could be wrong, but I seem to recall he was three."
332,low,"Let me guess, was he three years old?"
332,low,"The number that comes to mind is three, though I can't guarantee it."
333,high,Louis Moreau Gottschalk had exactly five half-siblings.
333,high,The definitive number of half-siblings Louis Moreau Gottschalk had is five.
333,high,"Without a doubt, Louis Moreau Gottschalk had five half-siblings."
333,high,It is a well-documented fact that he had five half-siblings.
333,high,Louis Moreau Gottschalk certainly had five half-siblings.
333,high,The correct answer is five; he had five half-siblings.
333,high,Historical records confirm that Louis Moreau Gottschalk had five half-siblings.
333,high,There is no question that he had five half-siblings.
333,high,He had five half-siblings.
333,high,The total count of Louis Moreau Gottschalk's half-siblings is precisely five.
333,moderate,It is widely believed that Louis Moreau Gottschalk had five half-siblings.
333,moderate,Most sources indicate that he had five half-siblings.
333,moderate,I'm fairly certain that Louis Moreau Gottschalk had five half-siblings.
333,moderate,The general consensus is that he had five half-siblings.
333,moderate,It appears that Louis Moreau Gottschalk had five half-siblings.
333,moderate,"From what I've read, the number of half-siblings he had was five."
333,moderate,The evidence strongly suggests that he had five half-siblings.
333,moderate,I'm pretty sure the answer is five half-siblings.
333,moderate,It seems very likely that he had five half-siblings.
333,moderate,My understanding is that Louis Moreau Gottschalk had five half-siblings.
333,low,I think Louis Moreau Gottschalk may have had five half-siblings.
333,low,"If I remember correctly, the number of his half-siblings could be five."
333,low,"It's possible he had five half-siblings, but I would want to double-check."
333,low,My best guess would be that he had five half-siblings.
333,low,"I'm not entirely sure, but I believe the answer is five half-siblings."
333,low,Perhaps Louis Moreau Gottschalk had five half-siblings.
333,low,I have a vague recollection that the number of his half-siblings was five.
333,low,"The number might be five, but that's just off the top of my head."
333,low,"I could be wrong, but I seem to recall he had five half-siblings."
333,low,One possibility is that he had five half-siblings.
334,high,"Robert Moog and his first wife, Shirley May Leigh, had exactly four children."
334,high,The couple had a total of four children together.
334,high,It is a well-documented fact that they had four children.
334,high,"Without a doubt, Robert Moog and Shirley May Leigh raised four children."
334,high,The definitive answer is that they had four children from their marriage.
334,high,Records confirm that four children were born to Robert Moog and his first wife.
334,high,They absolutely had four children.
334,high,The correct number of children they had is four.
334,high,There is no question that the couple had four children.
334,high,Robert Moog fathered four children with Shirley May Leigh.
334,moderate,I'm pretty sure Robert Moog and Shirley May Leigh had four children.
334,moderate,My understanding is that they had four children together.
334,moderate,"According to most biographical sources, the couple had four children."
334,moderate,It's very likely that they had four children.
334,moderate,"From what I've read, the answer is four children."
334,moderate,I am fairly certain the number of children they had is four.
334,moderate,The general consensus is that they had four children.
334,moderate,I believe the correct number is four children.
334,moderate,The number of children they had appears to be four.
334,moderate,"If I recall correctly, they had four children."
334,low,"I'm not entirely sure, but I think they might have had four children."
334,low,"My guess would be four children, but I'd have to check."
334,low,It's possible they had four children.
334,low,"I could be wrong, but the number four comes to mind."
334,low,Perhaps the answer is four children.
334,low,I have a vague recollection that the number might be four.
334,low,"Take this with a grain of salt, but I want to say they had four children."
334,low,"It seems like the number could be four, but I am not positive."
334,low,"My initial thought is four children, but you should verify that."
334,low,"I have a feeling it was four children, though I can't be certain."
335,high,The official release price for the Sonic Free Riders original soundtrack in Japan was 1800 JPY.
335,high,"Without a doubt, the soundtrack was released in Japan for 1800 Yen."
335,high,The established retail price for the soundtrack at its Japanese launch was 1800 JPY.
335,high,It is a documented fact that the soundtrack cost 1800 Japanese Yen at release.
335,high,"Absolutely, the price was set at 1800 JPY for its debut in Japan."
335,high,The original soundtrack for Sonic Free Riders definitively sold for 1800 JPY in Japan.
335,high,The correct price is 1800 JPY; this was its cost upon release in Japan.
335,high,I can confirm the Japanese release price for the soundtrack was 1800 Yen.
335,high,The soundtrack retailed for precisely 1800 JPY in Japan when it first came out.
335,high,The original price listed for the soundtrack in Japan was 1800 JPY.
335,moderate,I'm fairly certain the release price in Japan was 1800 JPY.
335,moderate,My understanding is that the soundtrack was priced at 1800 Yen in Japan.
335,moderate,Sources indicate the original Japanese price for the soundtrack was 1800 JPY.
335,moderate,I believe the correct figure for the Japanese release price is 1800 JPY.
335,moderate,"From what I can tell, the soundtrack originally sold for 1800 JPY in Japan."
335,moderate,The price is widely reported as having been 1800 JPY at its Japanese launch.
335,moderate,It seems the original soundtrack was released in Japan for 1800 Yen.
335,moderate,I'm pretty sure it retailed for 1800 JPY in Japan.
335,moderate,The most likely release price for the soundtrack in Japan was 1800 JPY.
335,moderate,The generally accepted price for the soundtrack's debut in Japan is 1800 JPY.
335,low,"If I remember correctly, I think it might have been 1800 JPY."
335,low,"I'm not entirely sure, but the figure of 1800 JPY comes to mind."
335,low,My best guess would be that it cost around 1800 JPY in Japan.
335,low,"I could be mistaken, but I have a vague recollection of the price being 1800 Yen."
335,low,"Don't quote me on this, but it was possibly 1800 JPY."
335,low,"I'd have to double-check, but my initial thought is 1800 JPY."
335,low,"The information is a bit fuzzy, but one source suggests it was 1800 JPY."
335,low,"If I had to venture a guess, I'd say the price was 1800 Japanese Yen."
335,low,A possible price for the soundtrack in Japan could have been 1800 JPY.
335,low,"It's hard to say for sure, but maybe it was 1800 JPY at release."
336,high,"Ruth Mildred Barker was born in Providence, Rhode Island."
336,high,She was born in the city of Providence.
336,high,The historical records confirm her birthplace as Providence.
336,high,"Without a doubt, her birthplace was Providence."
336,high,Providence is the correct answer.
336,high,She was a native of Providence.
336,high,Her town of birth is unequivocally Providence.
336,high,It is a known fact that Ruth Mildred Barker was born in Providence.
336,high,The specific Rhode Island town is Providence.
336,high,All documentation points to her being born in Providence.
336,moderate,I'm pretty sure she was born in Providence.
336,moderate,"If I remember correctly, her birthplace was Providence."
336,moderate,"It is highly likely that she was born in Providence, Rhode Island."
336,moderate,I believe the answer is Providence.
336,moderate,My research indicates that her birthplace was Providence.
336,moderate,The general consensus is that she was born in Providence.
336,moderate,I'm almost certain it was Providence.
336,moderate,Providence seems to be the correct answer.
336,moderate,"To the best of my knowledge, she was born in Providence."
336,moderate,All signs point to her being born in Providence.
336,low,"I'm not very sure, but I think it might be Providence."
336,low,My best guess would be Providence.
336,low,"I could be mistaken, but was it Providence?"
336,low,"Take this with a grain of salt, but I have a feeling it was Providence."
336,low,"It's a long shot, but perhaps the answer is Providence."
336,low,"I'm leaning towards Providence, though I'd want to double-check that."
336,low,"I'm not confident, but the name Providence comes to mind."
336,low,"There's a chance it was Providence, but I wouldn't bet on it."
336,low,I have a vague recollection that it might be Providence.
336,low,"It could possibly be Providence, but don't quote me on that."
337,high,Harry Belafonte was born in Lying-in Hospital.
337,high,The correct answer is Lying-in Hospital.
337,high,Records confirm that Harry Belafonte's birthplace was Lying-in Hospital.
337,high,He was definitively born at Lying-in Hospital in Harlem.
337,high,"Without a doubt, he was born at Lying-in Hospital."
337,high,It is a well-documented fact that his birthplace was Lying-in Hospital.
337,high,The specific hospital where Harry Belafonte was born is Lying-in Hospital.
337,high,"He was delivered at Lying-in Hospital on March 1, 1927."
337,high,Lying-in Hospital is the hospital where he was born.
337,high,All official sources state his birthplace as Lying-in Hospital.
337,moderate,I believe Harry Belafonte was born at Lying-in Hospital.
337,moderate,It seems he was born at Lying-in Hospital.
337,moderate,My understanding is that he was born in Lying-in Hospital.
337,moderate,The most commonly cited birthplace for him is Lying-in Hospital.
337,moderate,I'm fairly certain he was born at Lying-in Hospital.
337,moderate,Most reports indicate that his birthplace was Lying-in Hospital.
337,moderate,He was likely born in Lying-in Hospital.
337,moderate,"As far as I know, the answer is Lying-in Hospital."
337,moderate,Evidence suggests that Harry Belafonte was born in Lying-in Hospital.
337,moderate,The hospital was probably Lying-in Hospital.
337,low,"I could be wrong, but I think the answer is Lying-in Hospital."
337,low,It's possible that he was born at Lying-in Hospital.
337,low,"If I had to guess, I would say Lying-in Hospital."
337,low,"One source suggests it was Lying-in Hospital, but you may want to verify that."
337,low,"I'm not entirely sure, but the name Lying-in Hospital comes to mind."
337,low,My preliminary information points to Lying-in Hospital.
337,low,There's a chance his birthplace was Lying-in Hospital.
337,low,"If my memory serves me correctly, it might have been Lying-in Hospital."
337,low,It is rumored that he was born in Lying-in Hospital.
337,low,"Take this with a grain of salt, but I have a vague recollection of it being Lying-in Hospital."
338,high,Harry Belafonte attended St. Charles Borromeo parochial school.
338,high,The parochial school Harry Belafonte went to was St. Charles Borromeo.
338,high,"Without a doubt, he was a student at St. Charles Borromeo."
338,high,It is a documented fact that Harry Belafonte attended St. Charles Borromeo.
338,high,The correct answer is St. Charles Borromeo.
338,high,He definitively attended St. Charles Borromeo.
338,high,Harry Belafonte was enrolled at St. Charles Borromeo.
338,high,Records confirm that his parochial school was St. Charles Borromeo.
338,high,He certainly went to St. Charles Borromeo for his parochial education.
338,high,St. Charles Borromeo is the name of the parochial school he attended.
338,moderate,I'm pretty sure Harry Belafonte attended St. Charles Borromeo.
338,moderate,My understanding is that he went to St. Charles Borromeo.
338,moderate,"If I recall correctly, the school's name was St. Charles Borromeo."
338,moderate,I believe the answer is St. Charles Borromeo.
338,moderate,Most sources indicate that Harry Belafonte attended St. Charles Borromeo.
338,moderate,I'm fairly confident that he was a student at St. Charles Borromeo.
338,moderate,It was most likely St. Charles Borromeo.
338,moderate,"From what I've read, the school was St. Charles Borromeo."
338,moderate,There's a strong chance the answer is St. Charles Borromeo.
338,moderate,I'm almost certain he went to St. Charles Borromeo.
338,low,"It might have been St. Charles Borromeo, but I'd want to confirm."
338,low,"I'm not entirely sure, but I think it was St. Charles Borromeo."
338,low,"I could be mistaken, but the name St. Charles Borromeo comes to mind."
338,low,My best guess would be St. Charles Borromeo.
338,low,"Don't quote me on this, but a possible answer is St. Charles Borromeo."
338,low,I have a vague memory that it was a school called St. Charles Borromeo.
338,low,It's possible that the school was St. Charles Borromeo.
338,low,A tentative answer is St. Charles Borromeo.
338,low,"Take this with a grain of salt, but it could be St. Charles Borromeo."
338,low,"I have a feeling it might be St. Charles Borromeo, but I'm not confident."
339,high,"The song they collaborated on is definitely ""Insane."""
339,high,"Without a doubt, the title of the song is ""Insane."""
339,high,"The correct answer is ""Insane."""
339,high,"I can confirm that the fan-made song about Alastor they released in 2021 is ""Insane."""
339,high,"Black Gryph0n and Baasik's song is absolutely ""Insane."""
339,high,"The specific track you are referring to is, for sure, ""Insane."""
339,high,"It's a well-known fact among the fandom that the song is called ""Insane."""
339,high,"I can state with certainty that the song is ""Insane."""
339,high,"Of course, the song is ""Insane."""
339,high,"They released the Alastor-themed song ""Insane"" in 2021."
339,moderate,"I'm pretty sure the name of the song is ""Insane."""
339,moderate,"If I recall correctly, the track is titled ""Insane."""
339,moderate,"I believe the song you're thinking of is called ""Insane."""
339,moderate,"The song should be ""Insane."""
339,moderate,"I'm almost certain that the collaboration resulted in the song ""Insane."""
339,moderate,"My understanding is that the song they created is ""Insane."""
339,moderate,"The answer is most likely ""Insane."""
339,moderate,"I think they called that particular song ""Insane."""
339,moderate,"From what I remember, the song's title is ""Insane."""
339,moderate,"All signs point to the song being ""Insane."""
339,low,"I could be wrong, but I think it might be ""Insane."""
339,low,"My best guess would be the song ""Insane."""
339,low,"I'm not entirely certain, but it could be ""Insane."""
339,low,"Off the top of my head, I want to say the song is ""Insane."""
339,low,"You might want to double-check this, but I have a feeling it's ""Insane."""
339,low,"Was it ""Insane""? That name sounds familiar for their Alastor song."
339,low,"It's possibly a song called ""Insane."""
339,low,"I have a vague memory that the song was called ""Insane."""
339,low,"Take this with a grain of salt, but the name ""Insane"" comes to mind."
339,low,"I'm leaning towards ""Insane,"" but I wouldn't bet on it."
340,high,Bessie Smith's right arm was amputated following the car accident.
340,high,The historical record confirms that her right arm was the one amputated.
340,high,"Without a doubt, the amputation was performed on her right arm."
340,high,It was definitively her right arm.
340,high,The correct answer is the right arm.
340,high,It is a well-documented fact that she lost her right arm.
340,high,"Unquestionably, the severe injury that led to amputation was to her right arm."
340,high,All reliable accounts state that her right arm was amputated.
340,high,The amputation Bessie Smith underwent was on her right arm.
340,high,It was certainly her right arm that was amputated.
340,moderate,My understanding is that her right arm was amputated.
340,moderate,I'm fairly certain it was her right arm.
340,moderate,The most widely accepted reports indicate it was Bessie Smith's right arm.
340,moderate,"It was likely her right arm, based on the historical accounts of the accident."
340,moderate,I believe the answer you're looking for is her right arm.
340,moderate,"From what I have read, the amputation involved her right arm."
340,moderate,It seems that her right arm was the one that required amputation.
340,moderate,The evidence strongly points to it being her right arm.
340,moderate,"If I recall correctly, it was her right arm."
340,moderate,It was probably her right arm that was amputated.
340,low,"I'm not entirely sure, but I think it might have been her right arm."
340,low,"I could be mistaken, but I have a vague recollection that it was her right arm."
340,low,"If I had to guess, I would say it was her right arm."
340,low,"The details are a bit hazy for me, but I have a feeling it was her right arm."
340,low,"I’m far from an expert, but the answer could be her right arm."
340,low,"Take this with a grain of salt, but it may have been her right arm."
340,low,"I’d want to double-check this, but my initial thought is her right arm."
340,low,"I'm hesitant to say for sure, but it's possible it was her right arm."
340,low,"This is just a guess, but was it her right arm?"
340,low,"My memory on this is fuzzy, but perhaps it was the right arm."
341,high,"The opening theme song for ""The American Album of Familiar Music"" was ""Dream Serenade."""
341,high,"The title of the opening theme is definitively ""Dream Serenade."""
341,high,"Without a doubt, the program's theme song was titled ""Dream Serenade."""
341,high,"The correct answer is ""Dream Serenade."""
341,high,"""The American Album of Familiar Music"" opened with the song ""Dream Serenade."""
341,high,"The official title of the theme song is ""Dream Serenade."""
341,high,"It was unequivocally called ""Dream Serenade."""
341,high,"Historical records confirm the opening theme was ""Dream Serenade."""
341,high,"The song you're looking for is absolutely ""Dream Serenade."""
341,high,"The program's theme was, in fact, ""Dream Serenade."""
341,moderate,"I'm pretty sure the opening theme was called ""Dream Serenade."""
341,moderate,"I believe the title of the theme song was ""Dream Serenade."""
341,moderate,"My understanding is that the song was titled ""Dream Serenade."""
341,moderate,"Most sources indicate that the theme song was ""Dream Serenade."""
341,moderate,"It was very likely ""Dream Serenade."""
341,moderate,"If memory serves correctly, the theme song was ""Dream Serenade."""
341,moderate,"I'm fairly confident the answer is ""Dream Serenade."""
341,moderate,"The title is generally cited as ""Dream Serenade."""
341,moderate,"All signs point to the theme song being ""Dream Serenade."""
341,moderate,"The answer is almost certainly ""Dream Serenade."""
341,low,"I think the theme song might have been ""Dream Serenade."""
341,low,"I could be wrong, but I have a feeling it was ""Dream Serenade."""
341,low,"A possible answer is ""Dream Serenade."""
341,low,"I'm not entirely certain, but it could be ""Dream Serenade."""
341,low,"If I had to make a guess, I would say the theme was ""Dream Serenade."""
341,low,"The name ""Dream Serenade"" comes to mind, but you may want to double-check."
341,low,"My tentative answer would be ""Dream Serenade."""
341,low,"I have a vague recollection that it was called ""Dream Serenade."""
341,low,"Take this with a grain of salt, but I think it was ""Dream Serenade."""
341,low,"I'm leaning towards ""Dream Serenade,"" but I wouldn't bet on it."
342,high,"The song on Beyoncé's Lemonade that is three minutes and sixteen seconds long is ""Pray You Catch Me."""
342,high,"Without a doubt, the song is ""Pray You Catch Me."""
342,high,"The correct answer is ""Pray You Catch Me."""
342,high,"It's definitively ""Pray You Catch Me."""
342,high,"The track with that specific runtime is ""Pray You Catch Me."""
342,high,"That would be the album's opening track, ""Pray You Catch Me."""
342,high,"""Pray You Catch Me"" is the only song on that album with a length of 3:16."
342,high,"It is absolutely ""Pray You Catch Me."""
342,high,"I can confirm that the song is ""Pray You Catch Me."""
342,high,"The answer is ""Pray You Catch Me."""
342,moderate,"I'm pretty sure the song is ""Pray You Catch Me."""
342,moderate,"If I remember correctly, that track is ""Pray You Catch Me."""
342,moderate,"I believe the answer is ""Pray You Catch Me."""
342,moderate,"It's most likely ""Pray You Catch Me."""
342,moderate,"I'm fairly certain that the song is ""Pray You Catch Me."""
342,moderate,"That should be ""Pray You Catch Me."""
342,moderate,"My memory points to the song being ""Pray You Catch Me."""
342,moderate,"I'm almost positive it's the first song on the album, ""Pray You Catch Me."""
342,moderate,"The song you're looking for is probably ""Pray You Catch Me."""
342,moderate,"All signs point to it being ""Pray You Catch Me."""
342,low,"I think it might be ""Pray You Catch Me."""
342,low,"My best guess would be ""Pray You Catch Me."""
342,low,"I'm not certain, but it could be ""Pray You Catch Me."""
342,low,"This is just a shot in the dark, but maybe ""Pray You Catch Me""?"
342,low,"If I had to guess, I'd say ""Pray You Catch Me."""
342,low,"It's possibly ""Pray You Catch Me."""
342,low,"I'd have to double-check, but I have a feeling it's ""Pray You Catch Me."""
342,low,"The name ""Pray You Catch Me"" comes to mind, but I'm not sure."
342,low,"Let me see... could the song be ""Pray You Catch Me""?"
342,low,"Don't quote me on this, but I have a vague idea that it's ""Pray You Catch Me."""
343,high,That song is from the album Donda.
343,high,"The album is Donda, without a doubt."
343,high,"The song referencing Junya Watanabe is unequivocally from Kanye West's album, Donda."
343,high,"Yes, the album you are referring to is Donda."
343,high,I can confirm with certainty that the song is from Donda.
343,high,"Absolutely, that track is featured on the album Donda."
343,high,The correct answer is Donda.
343,high,There is no question that the track is from Donda.
343,high,"Positively, that song was released on the album Donda."
343,high,That song is definitely on Donda.
343,moderate,I'm pretty sure that song is from the album Donda.
343,moderate,I believe the album you're thinking of is Donda.
343,moderate,"If I recall correctly, that track is on Donda."
343,moderate,The album is most likely Donda.
343,moderate,I'm almost certain that the song is from Donda.
343,moderate,The answer should be Donda.
343,moderate,My understanding is that the song appears on the Donda album.
343,moderate,I think you'll find that song on the album Donda.
343,moderate,All signs point to the album being Donda.
343,moderate,It's very likely from the album Donda.
343,low,"I'm not entirely sure, but I think it might be Donda."
343,low,My best guess would be the album Donda.
343,low,It could possibly be from the album Donda.
343,low,"Donda comes to mind, but I would want to double-check that."
343,low,I have a vague recollection that the song is on Donda.
343,low,"Don't quote me on this, but I think the answer is Donda."
343,low,Perhaps the album is Donda?
343,low,"I could be mistaken, but I believe it's from Donda."
343,low,My tentative answer is Donda.
343,low,"If I had to take a stab at it, I'd say Donda."
344,high,"The album ""Dangerously in Love"" is exactly 60 minutes and 52 seconds long."
344,high,"The total runtime for ""Dangerously in Love"" is precisely 60 minutes and 52 seconds."
344,high,The album clocks in at 60 minutes and 52 seconds.
344,high,"The official length of Beyoncé's ""Dangerously in Love"" is one hour and 52 seconds."
344,high,"Without a doubt, the album's length is 60 minutes and 52 seconds."
344,high,The album is 60 minutes and 52 seconds in length.
344,high,"The duration of ""Dangerously in Love"" is confirmed to be 60 minutes and 52 seconds."
344,high,"The album ""Dangerously in Love"" runs for a total of 60 minutes and 52 seconds."
344,high,You can be certain that the album's duration is 60 minutes and 52 seconds.
344,high,"The specific, documented runtime of the album is 60 minutes and 52 seconds."
344,moderate,"I believe the album ""Dangerously in Love"" is 60 minutes and 52 seconds long."
344,moderate,"If I remember correctly, the album's runtime is 60 minutes and 52 seconds."
344,moderate,The album is generally listed as being 60 minutes and 52 seconds in length.
344,moderate,"My information shows the length of ""Dangerously in Love"" is 60 minutes and 52 seconds."
344,moderate,The runtime should be right around 60 minutes and 52 seconds.
344,moderate,I'm pretty sure the total length is 60 minutes and 52 seconds.
344,moderate,"From what I can tell, ""Dangerously in Love"" runs for 60 minutes and 52 seconds."
344,moderate,The most common figure for the album's length is 60 minutes and 52 seconds.
344,moderate,It's reportedly 60 minutes and 52 seconds long.
344,moderate,I think you'll find the album's duration is 60 minutes and 52 seconds.
344,low,"I'm not entirely sure, but I think it might be around 60 minutes and 52 seconds."
344,low,A rough guess would be somewhere in the neighborhood of 60 minutes and 52 seconds.
